Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbDataAccess.cs,169,16,T:System.Configuration.ConnectionStringSettings,,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbDataAccess.cs,169,16,P:System.Configuration.ConnectionStringSettingsCollection.Item(System.String),,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,111,16,T:System.Uri,,,,,var uri = new Uri(connectionString);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,111,16,M:System.Uri.#ctor(System.String),,,,,var uri = new Uri(connectionString);
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,98,20,P:System.Configuration.ConnectionStringSettings.ConnectionString,,,,,connectionString = conn.ConnectionString;
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,96,16,T:System.Configuration.ConfigurationManager,,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,96,16,T:System.Configuration.ConnectionStringSettingsCollection,,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,96,16,P:System.Configuration.ConfigurationManager.ConnectionStrings,,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,96,16,T:System.Configuration.ConnectionStringSettings,,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\Westwind.Data.MongoDb.csproj,File,D:\projects\WestwindToolkit\Westwind.Data.MongoDb\MongoDbContext.cs,96,16,P:System.Configuration.ConnectionStringSettingsCollection.Item(System.String),,,,,var conn = ConfigurationManager.ConnectionStrings[connectionString];
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.Cors 5.0.0,,,,,"Microsoft.AspNet.Cors, 5.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.Razor 3.2.2,,,,,"Microsoft.AspNet.Razor, 3.2.2  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.SignalR.Core 2.2.0,,,,,"Microsoft.AspNet.SignalR.Core, 2.2.0  Recommendation:  Remove Microsoft.AspNet.SignalR.Core, and replace with new package Microsoft.AspNetCore.SignalR.Client 10.0.1"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.SignalR.Owin 1.2.2,,,,,"Microsoft.AspNet.SignalR.Owin, 1.2.2  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.SignalR.SystemWeb 2.2.0,,,,,"Microsoft.AspNet.SignalR.SystemWeb, 2.2.0  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.AspNet.WebPages 3.2.2,,,,,"Microsoft.AspNet.WebPages, 3.2.2  Recommendation:  Package functionality included with new framework reference"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin 3.0.1,,,,,"Microsoft.Owin, 3.0.1  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Cors 3.0.0,,,,,"Microsoft.Owin.Cors, 3.0.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Host.SystemWeb 3.0.1,,,,,"Microsoft.Owin.Host.SystemWeb, 3.0.1  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Security 3.0.1,,,,,"Microsoft.Owin.Security, 3.0.1  Recommendation:  No supported version found"
NuGet.0003,NuGet package functionality is included with framework reference,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Web.Infrastructure 1.0.0.0,,,,,"Microsoft.Web.Infrastructure, 1.0.0.0  Recommendation:  Package functionality included with new framework reference"
NuGet.0002,NuGet package upgrade is recommended,Active,Potential,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Newtonsoft.Json 7.0.1,,,,,"Newtonsoft.Json, 7.0.1  Recommendation:  Remove Newtonsoft.Json, and replace with new package Newtonsoft.Json 13.0.4"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Owin 1.0,,,,,"Owin, 1.0  Recommendation:  No supported version found"
NuGet.0001,NuGet package is incompatible,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Westwind.Utilities 2.64,,,,,"Westwind.Utilities, 2.64  Recommendation:  Westwind.Utilities, 5.2.1"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin 3.0.1,,,,,"Microsoft.Owin, 3.0.1  Recommendation:  No supported version found"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin 3.0.1,,,,,"Microsoft.Owin, 3.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Cors 3.0.0,,,,,"Microsoft.Owin.Cors, 3.0.0  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Host.SystemWeb 3.0.1,,,,,"Microsoft.Owin.Host.SystemWeb, 3.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0005,NuGet package is deprecated,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Microsoft.Owin.Security 3.0.1,,,,,"Microsoft.Owin.Security, 3.0.1  Recommendation:  This package has been deprecated as part of the .NET Package Deprecation effort. You can learn more about it from https://github.com/dotnet/announcements/issues/217"
NuGet.0004,NuGet package contains security vulnerability,Active,Optional,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,Newtonsoft.Json 7.0.1,,,,,"Newtonsoft.Json, 7.0.1  Recommendation:  Newtonsoft.Json, 13.0.4"
Project.0001,Project file needs to be converted to SDK-style,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,,,,,,
Project.0002,Project's target framework(s) needs to be changed,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,,,,,,,,"Current target framework: .NETFramework,Version=v4.8 Recommended target framework: net10.0"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,37,8,T:Microsoft.AspNet.SignalR.Hubs.IHubIncomingInvokerContext,,,,,"public override bool AuthorizeHubMethodInvocation(IHubIncomingInvokerContext hubIncomingInvokerContext, bool appliesToMethod)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,19,8,T:Microsoft.AspNet.SignalR.IRequest,,,,,"public override bool AuthorizeHubConnection(HubDescriptor hubDescriptor, IRequest request)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,19,8,T:Microsoft.AspNet.SignalR.Hubs.HubDescriptor,,,,,"public override bool AuthorizeHubConnection(HubDescriptor hubDescriptor, IRequest request)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,21,12,T:Microsoft.AspNet.SignalR.Hosting.INameValueCollection,,,,,"string token = request.QueryString[""token""];"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,21,12,P:Microsoft.AspNet.SignalR.IRequest.QueryString,,,,,"string token = request.QueryString[""token""];"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,21,12,P:Microsoft.AspNet.SignalR.Hosting.INameValueCollection.Item(System.String),,,,,"string token = request.QueryString[""token""];"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,10,43,M:Microsoft.AspNet.SignalR.AuthorizeAttribute.#ctor,,,,,AuthorizeAttribute
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueAuthorizeAttribute.cs,10,43,T:Microsoft.AspNet.SignalR.AuthorizeAttribute,,,,,AuthorizeAttribute
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,293,12,T:Microsoft.AspNet.SignalR.IHubContext,,,,,"HubContext.Clients.All.writeMessage(msg,                  queueItem.Status,                  time.Value.ToString(""HH:mm:ss""),                  queueItem.Id,                  elapsedString,                  waiting, queueItem.QueueName);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,293,12,P:Microsoft.AspNet.SignalR.IHubContext.Clients,,,,,"HubContext.Clients.All.writeMessage(msg,                  queueItem.Status,                  time.Value.ToString(""HH:mm:ss""),                  queueItem.Id,                  elapsedString,                  waiting, queueItem.QueueName);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,264,12,T:Microsoft.AspNet.SignalR.IHubContext,,,,,"HubContext.Clients.All.writeMessage(message,                  icon,                  time.Value.ToString(""HH:mm:ss""),                  id,                  string.Empty);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,264,12,P:Microsoft.AspNet.SignalR.IHubContext.Clients,,,,,"HubContext.Clients.All.writeMessage(message,                  icon,                  time.Value.ToString(""HH:mm:ss""),                  id,                  string.Empty);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,240,12,T:Microsoft.AspNet.SignalR.IHubContext,,,,,HubContext.Clients.All.statusMessage(message);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,240,12,P:Microsoft.AspNet.SignalR.IHubContext.Clients,,,,,HubContext.Clients.All.statusMessage(message);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,236,35,T:Microsoft.AspNet.SignalR.IHubContext,,,,,_context = null
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,227,12,T:Microsoft.AspNet.SignalR.IHubContext,,,,,get              {                  if (_context == null)                      _context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();                    return _context;              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,232,16,T:Microsoft.AspNet.SignalR.IHubContext,,,,,return _context;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,T:Microsoft.AspNet.SignalR.GlobalHost,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,T:Microsoft.AspNet.SignalR.Infrastructure.IConnectionManager,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,P:Microsoft.AspNet.SignalR.GlobalHost.ConnectionManager,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,T:Microsoft.AspNet.SignalR.IHubContext,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,M:Microsoft.AspNet.SignalR.Infrastructure.IConnectionManager.GetHubContext``1,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,230,20,T:Microsoft.AspNet.SignalR.IHubContext,,,,,_context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,229,16,T:Microsoft.AspNet.SignalR.IHubContext,,,,,if (_context == null)                      _context = GlobalHost.ConnectionManager.GetHubContext<QueueMonitorServiceHub>();
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,225,8,T:Microsoft.AspNet.SignalR.IHubContext,,,,,public static IHubContext HubContext
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,206,16,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.All.getWaitingQueueMessageCountCallback(count);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,189,12,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.All.updateControllerStatusCallback(status);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,144,16,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.Caller.updateServiceStatus(null);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,128,12,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,"Clients.Caller.getServiceStatusCallback(                  new QueueControllerStatus()                  {                      queueName = inst.QueueName,                      waitInterval = inst.WaitInterval,                      threadCount = inst.ThreadCount,                      paused = inst.Paused                  });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,126,16,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.Caller.getServiceStatusCallback(null);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,117,16,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.Caller.getServiceStatusCallback(null);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,106,12,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.Caller.getQueueMessageCallback(qitem);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,99,12,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.Caller.getQueueNamesCallback(queues);
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,Westwind.MessageQueueing.Hosting\Westwind.MessageQueueing.Hosting.csproj,File,Westwind.MessageQueueing.Hosting\SignalR\QueueMonitorServiceHub.cs,68,16,P:Microsoft.AspNet.SignalR.Hub.Clients,,,,,Clients.All.ClearMessages();
